pl_name,st_spectype,sy_umagstr,sy_gmagstr,sy_rmagstr,sy_imagstr,sy_zmagstr
"Kepler-1446 b",,,,,,
"Kepler-532 b",,,,,,
"Kepler-1015 b",,,,,,
"Kepler-388 b",,,,,,
"Kepler-262 b",,"16.1884000&plusmn;0.0060948","16.6893000&plusmn;0.0137894","15.9098000&plusmn;0.0135323","14.2677000&plusmn;0.0042439","14.1770000&plusmn;0.0047507"
"Kepler-433 b",,,,,,
"Kepler-39 b","F7 V",,,,,
"Kepler-224 b",,,,,,
"Kepler-1231 b",,,,,,
"K2-165 d",,"14.6935000&plusmn;0.0044078","12.027400&plusmn;0.000895","13.2110000&plusmn;0.0064125","11.1557000&plusmn;0.0007784","12.394900&plusmn;0.003731"
"Kepler-705 b",,,,,,
"Kepler-161 b",,,,,,
"Kepler-836 b",,,,,,
"GJ 1148 c",,"15.8989000&plusmn;0.0075382","13.0181000&plusmn;0.0012658","11.3972000&plusmn;0.0005751","9.9557600&plusmn;0.0004924","10.3189000&plusmn;0.0018118"
"Kepler-379 c",,,,,,
"Kepler-757 b",,,,,,
"HD 114729 b",,,,,,
"HD 12661 b",,,,,,
"HD 218566 b",,,,,,
"HD 49674 b",,,,,,
"Kepler-1014 b",,,,,,
"HD 168746 b",,,,,,
"HD 92788 b",,,,,,
"Kepler-1035 b",,,,,,
"HD 3651 b",,,,,,
"Kepler-1230 b",,,,,,
"GJ 581 b",,,,,,
"HD 12661 b",,,,,,
"Kepler-1330 b",,,,,,
"Kepler-313 b",,,,,,
"Kepler-233 c",,,,,,
"Kepler-360 b",,,,,,
"Kepler-1109 b",,,,,,
"Kepler-265 e",,,,,,
"Kepler-1286 b",,,,,,
"Kepler-402 c",,,,,,
"Kepler-42 b",,,,,,
"Kepler-298 b",,,,,,
"Kepler-1415 b",,,,,,
"Kepler-149 b",,"16.4559000&plusmn;0.0061174","14.6028000&plusmn;0.0029463","13.9211000&plusmn;0.0032759","13.7562000&plusmn;0.0035344","13.6369000&plusmn;0.0034901"
"Kepler-942 b",,,,,,
"Kepler-1560 b",,,,,,
"Kepler-957 b",,,,,,
"Kepler-1068 b",,,,,,
"Kepler-925 b",,,,,,
"Kepler-169 d",,,,,,
"Kepler-672 b",,,,,,
"Kepler-143 c",,,,,,
"Kepler-755 c",,,,,,
"Kepler-344 c",,,,,,
"Kepler-365 b",,,,,,
"Kepler-367 b",,,,,,
"Kepler-397 c",,,,,,
"Kepler-559 b",,,,,,
"Kepler-380 b",,,,,,
"Kepler-85 e",,,,,,
"Kepler-359 c",,,,,,
"Kepler-247 b",,,,,,
"Kepler-928 b",,,,,,
"HD 31527 c","G2 V",,,,,
"Kepler-150 c",,,,,,
"Kepler-1608 b",,,,,,
"Kepler-311 c",,,,,,
"Kepler-342 b",,,,,,
"Kepler-302 b",,,,,,
"Kepler-83 b",,,,,,
"Kepler-975 c",,"17.965400&plusmn;0.013989","15.2903000&plusmn;0.0030114","14.3378000&plusmn;0.0029099","14.0199000&plusmn;0.0029881","13.8689000&plusmn;0.0036413"
"Kepler-661 b",,,,,,
"Kepler-166 c",,,,,,
"Kepler-231 c",,,,,,
"Kepler-868 b",,,,,,
"Kepler-1086 b",,,,,,
"Kepler-120 c",,"18.1673000&plusmn;0.0148624","15.7878000&plusmn;0.0032939","15.0778000&plusmn;0.0103561","14.3412000&plusmn;0.0034932","14.1126000&plusmn;0.0041246"
"Kepler-1386 b",,,,,,
"Kepler-1121 b",,,,,,
"Kepler-1140 b",,,,,,
"Kepler-384 b",,,,,,
"Kepler-517 b",,,,,,
"Kepler-175 b",,,,,,
"Kepler-1106 b",,,,,,
"Kepler-1096 b",,,,,,
"Kepler-1635 b",,,,,,
"Kepler-83 b",,,,,,
"Kepler-79 c",,,,,,
"Kepler-1377 b",,,,,,
"Kepler-161 c",,,,,,
"Kepler-245 c",,,,,,
"Kepler-1257 b",,,,,,
"Kepler-261 c",,"16.1260000&plusmn;0.0061588","14.2516000&plusmn;0.0031631","12.1978000&plusmn;0.0022747","15.7464000&plusmn;0.0135906","13.1533000&plusmn;0.0036238"
"Kepler-1023 b",,,,,,
"Kepler-691 b",,,,,,
"Kepler-376 c",,"15.4435000&plusmn;0.0045307","14.1804000&plusmn;0.0029458","12.5531000&plusmn;0.0023992","15.5933000&plusmn;0.0133143","13.578700&plusmn;0.004189"
"Kepler-359 b",,,,,,
"Kepler-1576 b",,,,,,
"Kepler-386 c",,,,,,
"Kepler-1039 b",,,,,,
"Kepler-592 b",,,,,,
"Kepler-187 c",,,,,,
"Kepler-1017 b",,,,,,
"Kepler-298 d",,,,,,
"Kepler-645 b",,,,,,
"Kepler-1145 b",,,,,,
"K2-277 b",,,,,,
"Kepler-1163 b",,,,,,
"Kepler-436 c",,,,,,
"Kepler-267 c",,,,,,
"Kepler-335 c",,,,,,
"Kepler-318 c",,,,,,
"Kepler-84 d",,,,,,
"Kepler-561 b",,,,,,
"Kepler-398 b",,,,,,
"Kepler-151 b",,,,,,
"Kepler-115 c",,,,,,
"K2-99 b",,"14.7016000&plusmn;0.0086614","11.3748000&plusmn;0.0004857","11.00810&plusmn;0.00063","10.9082000&plusmn;0.0005113","13.0903000&plusmn;0.0140154"
"Kepler-1272 b",,"16.2910000&plusmn;0.0059719","14.8406000&plusmn;0.0030665","14.336000&plusmn;0.003515","14.1554000&plusmn;0.0042313","14.0949000&plusmn;0.0038007"
"Kepler-187 b",,,,,,
"HD 108874 c",,,,,,
"Kepler-194 d",,,,,,
"Kepler-264 b",,"15.0281000&plusmn;0.0046098","13.6810000&plusmn;0.0040768","13.9777000&plusmn;0.0088479","15.5291000&plusmn;0.0127702","12.9535000&plusmn;0.0041488"
"Kepler-767 b",,,,,,
"Kepler-780 b",,,,,,
"Kepler-301 b",,,,,,
"Kepler-157 d",,"15.8161000&plusmn;0.0052361","14.4421000&plusmn;0.0028484","13.9788000&plusmn;0.0028292","13.8306000&plusmn;0.0028707","13.7869000&plusmn;0.0035261"
"Kepler-744 b",,,,,,
"Kepler-1429 b",,,,,,
"Kepler-1042 b",,,,,,
"Kepler-750 b",,,,,,
"Kepler-905 b",,,,,,
"Kepler-354 d",,,,,,
"Kepler-1092 b",,,,,,
"Kepler-386 b",,,,,,
"Kepler-465 b",,,,,,
"Kepler-1046 b",,,,,,
"Kepler-283 c",,,,,,
"Kepler-237 c",,"18.4376000&plusmn;0.0166424","16.104400&plusmn;0.003795","15.2059000&plusmn;0.0040449","14.9108000&plusmn;0.0043079","14.767100&plusmn;0.005111"
"Kepler-1302 b",,,,,,
"Kepler-244 b",,,,,,
"Kepler-223 d",,,,,,
"Kepler-133 c",,,,,,
"Kepler-581 b",,,,,,
"Kepler-689 b",,,,,,
"Kepler-714 b",,,,,,
"Kepler-1149 b",,,,,,
"Kepler-265 c",,,,,,
"Kepler-1334 b",,,,,,
"Kepler-1529 b",,,,,,
"Kepler-484 b",,,,,,
"Kepler-284 c",,,,,,
"Kepler-979 b",,,,,,
"Kepler-917 b",,,,,,
"Kepler-969 b",,,,,,
"Kepler-1060 b",,"16.5130000&plusmn;0.0068613","15.1059000&plusmn;0.0030063","14.5760000&plusmn;0.0032302","14.9003000&plusmn;0.0083724","14.2696000&plusmn;0.0038455"
"Kepler-706 b",,,,,,
"Kepler-188 b",,,,,,
"Kepler-436 c",,,,,,
"Kepler-199 c",,,,,,
"Kepler-632 b",,,,,,
"Kepler-335 b",,,,,,
"Kepler-325 b",,,,,,
"Kepler-1146 b",,,,,,
"Kepler-135 c",,,,,,
"Kepler-234 c",,,,,,
"Kepler-983 b",,,,,,
"Kepler-1605 b",,,,,,
"Kepler-1539 b",,,,,,
"Kepler-199 c",,,,,,
"Kepler-170 c",,,,,,
"Kepler-226 b",,,,,,
"Kepler-517 b",,,,,,
"Kepler-81 c",,,,,,
"Kepler-827 b",,,,,,
"Kepler-144 c",,,,,,
"Kepler-208 e",,,,,,
"Kepler-1242 b",,,,,,
"Kepler-169 f",,,,,,
"Kepler-228 c",,,,,,
"Kepler-920 b",,,,,,
"Kepler-835 b",,,,,,
"Kepler-298 d",,,,,,
"Kepler-1419 b",,,,,,
"Kepler-397 c",,,,,,
"Kepler-365 b",,,,,,
"HD 168746 b","G5",,,,,
"HD 37124 c","G4 IV-V",,,,,
"Kepler-275 b",,,,,,
"Kepler-279 b",,,,,,
"Kepler-284 c",,,,,,
"Kepler-1324 b",,,,,,
"Kepler-286 d",,,,,,
"Kepler-189 c",,,,,,
"Kepler-608 b",,,,,,
"Kepler-29 c",,,,,,
"Kepler-1283 b",,,,,,
"Kepler-189 b",,,,,,
"Kepler-1544 b",,,,,,
"Kepler-543 b",,"16.5730000&plusmn;0.0078629","14.6664000&plusmn;0.0039699","14.8875000&plusmn;0.0103653","12.4110000&plusmn;0.0019086","13.0235000&plusmn;0.0046281"
"Kepler-287 c",,,,,,
"Kepler-1320 b",,,,,,
"Kepler-1262 b",,,,,,
"Kepler-1441 b",,,,,,
"Kepler-528 b",,,,,,
"Kepler-1186 b",,,,,,
"Kepler-553 c",,,,,,
"Kepler-1229 b",,,,,,
"Kepler-1346 b",,,,,,
"Kepler-1365 b",,,,,,
"Kepler-475 b",,"16.3616000&plusmn;0.0068626","14.5551000&plusmn;0.0035424","14.6521000&plusmn;0.0099399","12.6259000&plusmn;0.0016336","13.0283000&plusmn;0.0037755"
"Kepler-478 b",,,,,,
"Kepler-1466 b",,,,,,
"Kepler-638 b",,,,,,
"Kepler-386 c",,,,,,
"Kepler-803 b",,,,,,
"Kepler-66 b",,,,,,
"Kepler-384 c",,,,,,
"KOI-1783.01",,,,,,
"Kepler-1506 b",,,,,,
"Kepler-1422 b",,,,,,
"Kepler-343 b",,,,,,
"Kepler-1300 b",,,,,,
"Kepler-1572 b",,,,,,
"HATS-9 b",,,,,,
"Kepler-807 b",,,,,,
"Kepler-87 c",,,,,,
"Kepler-740 b",,,,,,
"Kepler-283 c",,,,,,
"Kepler-1255 b",,,,,,
"Kepler-295 c",,,,,,
"Kepler-528 b",,,,,,
"Kepler-1560 b",,,,,,
"Kepler-956 b",,,,,,
"Kepler-1050 b",,,,,,
"Kepler-1009 b",,,,,,
"Kepler-1502 b",,,,,,
"Kepler-1128 b",,,,,,
"Kepler-1197 b",,,,,,
"Kepler-186 b",,,,,,
"Kepler-439 b",,,,,,
"Kepler-1226 b",,,,,,
"Kepler-917 b",,,,,,
"Kepler-825 b",,,,,,
"Kepler-582 b",,,,,,
"Kepler-871 b",,,,,,
"Kepler-906 b",,,,,,
"Kepler-1093 c",,,,,,
"HD 80606 b",,,,,,
"HD 69830 b",,,,,,
"61 Vir b","G5 V",,,,,
"K2-65 b",,,,,,
"Kepler-1385 b",,,,,,
"Kepler-1206 b",,,,,,
"Kepler-1035 b",,,,,,
"Kepler-287 b",,,,,,
"Kepler-242 c",,,,,,
"Kepler-1048 b",,,,,,
"Kepler-1146 b",,,,,,
"Kepler-221 d",,,,,,
"K2-139 b","K0 V",,,,,
"K2-24 c",,,,,,
"K2-189 c",,,,,,
"Kepler-1178 b",,,,,,
"Kepler-938 b",,,,,,
"Kepler-983 b",,,,,,
"Kepler-1577 b",,,,,,
"Kepler-561 c",,,,,,
"Kepler-168 b",,,,,,
"Kepler-967 b",,"16.8845000&plusmn;0.0075597","15.0879000&plusmn;0.0029174","14.3886000&plusmn;0.0032895","14.1047000&plusmn;0.0035519","13.9540000&plusmn;0.0036578"
"Kepler-978 b",,,,,,
"Kepler-992 b",,,,,,
"Kepler-654 b",,,,,,
"Kepler-222 b",,,,,,
"Kepler-592 b",,,,,,
"Kepler-476 b",,,,,,
"Kepler-721 b",,,,,,
"Kepler-666 b",,,,,,
"Kepler-214 c",,,,,,
"Kepler-726 b",,,,,,
"HD 170469 b",,,,,,
"HD 52265 b",,,,,,
"Kepler-261 b",,"16.1260000&plusmn;0.0061588","14.2516000&plusmn;0.0031631","12.1978000&plusmn;0.0022747","15.7464000&plusmn;0.0135906","13.1533000&plusmn;0.0036238"
"Kepler-775 b",,,,,,
"Kepler-357 d",,,,,,
"Kepler-1114 b",,,,,,
"Kepler-707 b",,,,,,
"Kepler-33 f",,,,,,
"Kepler-831 b",,,,,,
"Kepler-956 b",,,,,,
"Kepler-122 e",,,,,,
"Kepler-124 d",,,,,,
"Kepler-175 c",,,,,,
"Kepler-1145 b",,,,,,
"Kepler-215 d",,,,,,
"Kepler-118 c",,,,,,
"Kepler-474 b",,,,,,
"Kepler-504 b",,,,,,
"Kepler-80 b",,,,,,
"Kepler-745 b",,"17.1908000&plusmn;0.0088178","15.6542000&plusmn;0.0032241","15.1154000&plusmn;0.0032255","14.9422000&plusmn;0.0036657","14.8472000&plusmn;0.0048671"
"Kepler-79 b",,,,,,
"Kepler-784 c",,,,,,
"Kepler-1167 b",,,,,,
"Kepler-1205 b",,,,,,
"Kepler-1565 b",,,,,,
"Kepler-1493 b",,,,,,
"Kepler-750 c",,,,,,
"Kepler-1349 b",,,,,,
"Kepler-464 b",,,,,,
"Kepler-989 b",,,,,,
"Kepler-118 c",,,,,,
"Kepler-235 d",,"19.885200&plusmn;0.042516","17.2989000&plusmn;0.0046179","15.9719000&plusmn;0.0039174","15.4016000&plusmn;0.0040805","15.1016000&plusmn;0.0049271"
"Kepler-235 c",,"19.885200&plusmn;0.042516","17.2989000&plusmn;0.0046179","15.9719000&plusmn;0.0039174","15.4016000&plusmn;0.0040805","15.1016000&plusmn;0.0049271"
"Kepler-173 c",,,,,,
"Kepler-157 c",,"15.8161000&plusmn;0.0052361","14.4421000&plusmn;0.0028484","13.9788000&plusmn;0.0028292","13.8306000&plusmn;0.0028707","13.7869000&plusmn;0.0035261"
"Kepler-1205 b",,,,,,
"Kepler-1393 b",,"15.4318000&plusmn;0.0056716","15.4266000&plusmn;0.0105587","15.2354000&plusmn;0.0108422","15.9602000&plusmn;0.0145426","13.4398000&plusmn;0.0053759"
"Kepler-1069 b",,,,,,
"Kepler-1222 b",,,,,,
"Kepler-760 b",,,,,,
"Kepler-1569 b",,,,,,
"Kepler-634 b",,,,,,
"Kepler-201 b",,,,,,
"Kepler-1045 b",,,,,,
"Kepler-1108 b",,,,,,
"Kepler-1159 b",,,,,,
"Kepler-1239 b",,,,,,
"Kepler-801 b",,,,,,
"Kepler-570 b",,,,,,
"Kepler-1360 b",,,,,,
"Kepler-330 b",,,,,,
"Kepler-151 c",,,,,,
"Kepler-1148 b",,,,,,
"Kepler-1429 b",,,,,,
"Kepler-332 d",,,,,,
"Kepler-342 b",,,,,,
"Kepler-189 c",,,,,,
"Kepler-543 b",,"16.5730000&plusmn;0.0078629","14.6664000&plusmn;0.0039699","14.8875000&plusmn;0.0103653","12.4110000&plusmn;0.0019086","13.0235000&plusmn;0.0046281"
"Kepler-577 b",,,,,,
"Kepler-1048 b",,,,,,
"Kepler-1079 b",,,,,,
"Kepler-172 d",,,,,,
"Kepler-180 c",,,,,,
"Kepler-184 d",,,,,,
"Kepler-1021 b",,,,,,
"Kepler-1237 b",,,,,,
"Kepler-1068 b",,,,,,
"Kepler-496 b",,,,,,
"Kepler-257 b",,,,,,
"Kepler-293 b",,,,,,
"Kepler-309 b",,,,,,
"Kepler-271 c",,,,,,
"Kepler-276 c",,,,,,
"Kepler-1394 b",,,,,,
"Kepler-1551 b",,,,,,
"Kepler-775 b",,,,,,
"Kepler-1350 b",,,,,,
"Kepler-367 c",,,,,,
"Kepler-1344 b",,,,,,
"Kepler-512 b",,,,,,
"Kepler-186 c",,,,,,
"Kepler-193 b",,,,,,
"Kepler-28 c",,,,,,
"Kepler-80 e",,,,,,
"Kepler-774 b",,"14.9389000&plusmn;0.0049809","14.5235000&plusmn;0.0064155","12.8896000&plusmn;0.0016875","13.1165000&plusmn;0.0032472","13.4442000&plusmn;0.0056774"
"Kepler-891 b",,,,,,
"Kepler-326 c",,,,,,
"Kepler-901 b",,,,,,
"Kepler-276 c",,,,,,
"Kepler-1289 b",,,,,,
"Kepler-1584 b",,,,,,
"Kepler-111 b",,,,,,
"Kepler-1454 b",,,,,,
"Kepler-515 b",,,,,,
"Kepler-828 b",,,,,,
"Kepler-1154 b",,,,,,
"Kepler-1213 b",,,,,,
"Kepler-174 c",,,,,,
"Kepler-446 d",,,,,,
"Kepler-421 b",,,,,,
"Kepler-239 b",,,,,,
"Kepler-656 b",,,,,,
"Kepler-557 b",,,,,,
"Kepler-114 c",,,,,,
"Kepler-114 d",,,,,,
"Kepler-659 b",,,,,,
"Kepler-116 b",,,,,,
"Kepler-914 b",,,,,,
"Kepler-1409 b",,,,,,
"Kepler-883 b",,,,,,
"Kepler-343 b",,,,,,
"Kepler-119 c",,,,,,
"Kepler-294 c",,,,,,
"Kepler-1451 b",,,,,,
"Kepler-1478 b",,,,,,
"Kepler-383 c",,"18.2718000&plusmn;0.0161386","15.9767000&plusmn;0.0033959","14.9871000&plusmn;0.0034494","14.6389000&plusmn;0.0035336","14.438300&plusmn;0.004161"
"Kepler-1346 b",,,,,,
"Kepler-1365 c",,,,,,
"Kepler-1378 b",,,,,,
"Kepler-555 b",,"15.8755000&plusmn;0.0051202","14.5892000&plusmn;0.0028653","14.101300&plusmn;0.003188","13.9415000&plusmn;0.0039962","13.880100&plusmn;0.003513"
"Kepler-235 b",,"19.885200&plusmn;0.042516","17.2989000&plusmn;0.0046179","15.9719000&plusmn;0.0039174","15.4016000&plusmn;0.0040805","15.1016000&plusmn;0.0049271"
"Kepler-540 b",,,,,,
"Kepler-211 c",,,,,,
"Kepler-372 d",,,,,,
"Kepler-79 c",,,,,,
"Kepler-1011 b",,,,,,
"Kepler-1000 b",,,,,,
"Kepler-772 b",,"16.1879000&plusmn;0.0061683","14.6895000&plusmn;0.0032839","14.8048000&plusmn;0.0096647","13.8932000&plusmn;0.0034842","13.7920000&plusmn;0.0038053"
"Kepler-474 b",,,,,,
"Kepler-613 b",,,,,,
"Kepler-1388 b",,,,,,
"Kepler-722 c",,,,,,
"Kepler-266 c",,,,,,
"Kepler-285 c",,,,,,
"Kepler-1308 b",,"18.8119000&plusmn;0.0200399","16.2779000&plusmn;0.0035177","14.8762000&plusmn;0.0036991","13.7591000&plusmn;0.0033858","13.15410&plusmn;0.00335"
"Kepler-466 b",,,,,,
"Kepler-224 c",,,,,,
"Kepler-663 b",,,,,,
"Kepler-181 c",,,,,,
"Kepler-604 b",,,,,,
"Kepler-159 b",,,,,,
"Kepler-689 b",,,,,,
"Kepler-610 b",,,,,,
"Kepler-1151 b",,,,,,
"Kepler-1161 b",,,,,,
"Kepler-179 c",,,,,,
"Kepler-1116 b",,,,,,
"Kepler-746 b",,"16.1282000&plusmn;0.0060581","14.5600000&plusmn;0.0039155","14.8658000&plusmn;0.0114302","14.4708000&plusmn;0.0119546","13.5880000&plusmn;0.0045356"
"Kepler-756 b",,,,,,
"Kepler-393 c",,,,,,
"Kepler-375 c",,,,,,
"Kepler-1161 b",,,,,,
"Kepler-85 d",,,,,,
"Kepler-1069 b",,,,,,
"Kepler-1137 b",,,,,,
"Kepler-279 b",,,,,,
"Kepler-351 c",,,,,,
"Kepler-761 b",,,,,,
"Kepler-1017 b",,,,,,
"Kepler-165 c",,,,,,
"Kepler-614 b",,,,,,
"Kepler-627 b",,,,,,
"Kepler-262 c",,"16.1884000&plusmn;0.0060948","16.6893000&plusmn;0.0137894","15.9098000&plusmn;0.0135323","14.2677000&plusmn;0.0042439","14.1770000&plusmn;0.0047507"
"Kepler-1402 b",,,,,,
"Kepler-310 b",,,,,,
"Kepler-170 b",,,,,,
"Kepler-80 b",,,,,,
"Kepler-199 b",,,,,,
"Kepler-730 b",,,,,,
"Kepler-732 b",,,,,,
"Kepler-694 b",,,,,,
"Kepler-1331 b",,,,,,
"Kepler-1334 b",,,,,,
"Kepler-1339 b",,,,,,
"Kepler-292 c",,,,,,
"Kepler-299 b",,,,,,
"Kepler-354 d",,,,,,
"Kepler-223 d",,,,,,
"Kepler-945 b",,,,,,
"Kepler-165 b",,,,,,
"Kepler-153 b",,,,,,
"Kepler-835 b",,,,,,
"Kepler-479 b",,,,,,
"Kepler-1397 b",,,,,,
"Kepler-1645 b",,,,,,
"Kepler-882 b",,,,,,
"Kepler-967 c",,"16.8845000&plusmn;0.0075597","15.0879000&plusmn;0.0029174","14.3886000&plusmn;0.0032895","14.1047000&plusmn;0.0035519","13.9540000&plusmn;0.0036578"
"Kepler-198 b",,"15.5229000&plusmn;0.0046532","14.0290000&plusmn;0.0028153","13.510000&plusmn;0.003117","16.1038000&plusmn;0.0139345","13.3041000&plusmn;0.0037945"
"Kepler-182 c",,,,,,
"Kepler-33 c",,,,,,
"Kepler-33 b",,,,,,
"Kepler-33 d",,,,,,
"Kepler-572 b",,,,,,
"Kepler-360 b",,,,,,
"Kepler-391 b",,,,,,
"Kepler-173 b",,,,,,
"Kepler-1381 b",,,,,,
"Kepler-1383 b",,,,,,
"Kepler-322 b",,,,,,
"Kepler-1422 b",,,,,,
"Kepler-431 c",,,,,,
"Kepler-1447 b",,,,,,
"Kepler-1388 d",,,,,,
"Kepler-1430 b",,,,,,
"Kepler-1432 b",,,,,,
"Kepler-1436 b",,,,,,
"Kepler-438 b",,"18.6423000&plusmn;0.0196941","16.027600&plusmn;0.003269","14.6293000&plusmn;0.0028583","13.8381000&plusmn;0.0029569","13.3778000&plusmn;0.0034621"
"Kepler-1568 b",,,,,,
"Kepler-390 c",,,,,,
"Kepler-1633 b",,,,,,
"Kepler-392 c",,,,,,
"Kepler-1542 e",,,,,,
"Kepler-301 d",,,,,,
"Kepler-874 b",,,,,,
"Kepler-1060 b",,"16.5130000&plusmn;0.0068613","15.1059000&plusmn;0.0030063","14.5760000&plusmn;0.0032302","14.9003000&plusmn;0.0083724","14.2696000&plusmn;0.0038455"
"Kepler-327 b",,,,,,
"Kepler-1108 b",,,,,,
"Kepler-1110 b",,,,,,
"Kepler-787 b",,,,,,
"Kepler-750 c",,,,,,
"Kepler-268 c",,"15.6097000&plusmn;0.0051933","14.4736000&plusmn;0.0037165","14.8699000&plusmn;0.0101619","13.9001000&plusmn;0.0038006","13.9223000&plusmn;0.0050486"
"Kepler-732 c",,,,,,
"Kepler-892 b",,,,,,
"Kepler-897 b",,,,,,
"Kepler-911 b",,,,,,
"Kepler-757 b",,,,,,
"Kepler-900 b",,,,,,
"KOI-1599.01",,,,,,
"Kepler-33 f",,,,,,
"Kepler-33 e",,,,,,
"Kepler-33 e",,,,,,
"Kepler-1613 b",,,,,,
"Kepler-1115 b",,,,,,
"Kepler-203 b",,,,,,
"Kepler-1000 b",,,,,,
"Kepler-1641 b",,,,,,
"Kepler-911 b",,,,,,
"Kepler-304 d",,,,,,
"Kepler-312 c",,,,,,
"Kepler-986 b",,,,,,
"Kepler-972 b",,,,,,
"Kepler-165 c",,,,,,
"Kepler-889 b",,,,,,
"Kepler-238 b",,,,,,
"Kepler-156 b",,"16.9859000&plusmn;0.0086429","14.8927000&plusmn;0.0031969","14.1453000&plusmn;0.0030729","13.8927000&plusmn;0.0031364","13.7532000&plusmn;0.0037653"
"Kepler-159 c",,,,,,
"Kepler-1028 b",,,,,,
"Kepler-1223 b",,,,,,
"Kepler-1227 b",,,,,,
"Kepler-1340 b",,,,,,
"Kepler-378 b",,,,,,
"Kepler-1229 b",,,,,,
"Kepler-655 b",,,,,,
"Kepler-147 b",,"15.7373000&plusmn;0.0049133","14.3928000&plusmn;0.0029013","13.8810000&plusmn;0.0029399","16.8578000&plusmn;0.0162992","13.6247000&plusmn;0.0036556"
"Kepler-173 c",,,,,,
"Kepler-663 b",,,,,,
"Kepler-445 c",,,,,,
"Kepler-1409 b",,,,,,
"Kepler-1415 b",,,,,,
"Kepler-44 b","G2 IV",,,,,
"Kepler-695 b",,,,,,
"Kepler-651 b",,,,,,
"Kepler-1056 b",,,,,,
"Kepler-1419 b",,,,,,
"Kepler-741 b",,,,,,
"Kepler-499 b",,,,,,
"Kepler-808 b",,,,,,
"Kepler-282 d",,,,,,
"Kepler-955 b",,,,,,
"Kepler-203 c",,,,,,
"HD 141399 d","K0",,,,,
"Kepler-280 b",,,,,,
"Kepler-1232 b",,,,,,
"GJ 317 b","M3.5 V",,,,,
"HD 108874 c",,,,,,
"Kepler-1237 b",,,,,,
"Kepler-1346 b",,,,,,
"Kepler-520 c",,,,,,
"Kepler-1195 b",,"18.4858000&plusmn;0.0176145","16.6262000&plusmn;0.0040084","15.8724000&plusmn;0.0040713","15.5791000&plusmn;0.0043095","15.4213000&plusmn;0.0057763"
"Kepler-1317 b",,,,,,
"Kepler-1175 b",,,,,,
"Kepler-336 d",,,,,,
"Kepler-208 d",,,,,,
"Kepler-996 b",,,,,,
"Kepler-818 b",,,,,,
"Kepler-584 b",,,,,,
"Kepler-365 b",,,,,,
"Kepler-1136 b",,,,,,
"Kepler-637 b",,,,,,
"Kepler-557 b",,,,,,
"Kepler-219 b",,,,,,
"Kepler-1279 b",,,,,,
"Kepler-722 c",,,,,,
"Kepler-33 e",,,,,,
"Kepler-33 b",,,,,,
"Kepler-1286 b",,,,,,
"HD 37124 b",,,,,,
"Kepler-1143 b",,"18.0050000&plusmn;0.0140908","15.9487000&plusmn;0.0031887","15.1484000&plusmn;0.0029707","14.8337000&plusmn;0.0033024","14.6770000&plusmn;0.0046994"
"HD 82943 c",,,,,,
"Kepler-1592 b",,,,,,
"Kepler-1535 b",,,,,,
"Kepler-365 c",,,,,,
"Kepler-778 b",,,,,,
"Kepler-851 b",,,,,,
"Kepler-24 b",,,,,,
"Kepler-677 b",,,,,,
"Kepler-1621 b",,,,,,
"Kepler-118 b",,,,,,
"Kepler-256 d",,,,,,
"Kepler-327 b",,,,,,
"Kepler-321 c",,,,,,
"HD 1461 c","G0 V",,,,,
"Kepler-878 b",,,,,,
"Kepler-178 c",,,,,,
"HD 4208 b",,,,,,
"Kepler-953 b",,,,,,
"Kepler-275 b",,,,,,
"Kepler-315 b",,,,,,
"Kepler-332 b",,,,,,
"Kepler-847 b",,,,,,
"Kepler-845 b",,,,,,
"Kepler-286 c",,,,,,
"Kepler-1455 b",,,,,,
"Kepler-1406 b",,,,,,
"Kepler-1439 b",,,,,,
"Kepler-1148 b",,,,,,
"Kepler-639 b",,,,,,
"Kepler-705 b",,,,,,
"Kepler-223 d",,,,,,
"Kepler-1549 b",,"17.9378000&plusmn;0.0124004","15.7935000&plusmn;0.0032263","15.0594000&plusmn;0.0036555","14.8274000&plusmn;0.0039372","14.7034000&plusmn;0.0043667"
"Kepler-1561 b",,,,,,
"Kepler-606 b",,,,,,
"Kepler-84 c",,,,,,
"Kepler-539 b",,,,,,
"Kepler-602 b",,,,,,
"Kepler-1045 b",,,,,,
"Kepler-948 b",,,,,,
"Kepler-712 c",,,,,,
"Kepler-83 d",,,,,,
"Kepler-279 c",,,,,,
"Kepler-84 d",,,,,,
"Kepler-390 b",,,,,,
"Kepler-341 d",,,,,,
"Kepler-1094 b",,"16.6915000&plusmn;0.0076133","15.3674000&plusmn;0.0030424","14.9064000&plusmn;0.0031672","14.7587000&plusmn;0.0031319","14.6935000&plusmn;0.0044053"
"Kepler-873 b",,,,,,
"Kepler-923 b",,,,,,
"Kepler-561 b",,,,,,
"Kepler-180 c",,,,,,
"Kepler-326 d",,,,,,
"Kepler-713 b",,,,,,
"Kepler-1388 b",,,,,,
"Kepler-531 b",,,,,,
"Kepler-414 b",,,,,,
"Kepler-590 b",,,,,,
"Kepler-583 b",,,,,,
"Kepler-554 b",,,,,,
"Kepler-358 b",,,,,,
"Kepler-788 b",,,,,,
"Kepler-244 d",,,,,,
"Kepler-192 c",,,,,,
"Kepler-336 b",,,,,,
